UNIT	ENTRIESn_hourly
R024	3026.0
R024	2894.0
R025	3509.0
R025	636.0
R025	269.0
R025	6894.0
R025	5142.0
R025	4096.0
R027	1751.0
R027	313.0
R027	75.0
R027	1135.0
R027	1794.0
R027	1721.0
R028	1538.0
R028	141.0
R028	941.0
R028	2619.0
R028	3219.0
R028	2117.0
R029	9938.0
R029	915.0
R029	760.0
R029	2750.0
R029	6611.0
R029	7016.0
R030	2600.0
R030	550.0
R030	88.0
R030	1451.0
R030	2761.0
R030	2796.0
R031	3809.0
R031	1076.0
R031	370.0
R031	2207.0
R031	5236.0
R031	6502.0
R032	3798.0
R032	656.0
R032	431.0
R032	1477.0
R032	2811.0
R032	3778.0
R033	16743.0
R033	6766.0
R033	1423.0
R033	4844.0
R033	9740.0
R033	14831.0
R034	1002.0
R034	200.0
R034	1394.0
R034	1581.0
R034	1549.0
R035	7550.0
R035	528.0
R035	6588.0
R035	5437.0
R035	4270.0
R036	535.0
R036	0.0
R036	2.0
R036	0.0
R036	0.0
R037	803.0
R037	1.0
R037	0.0
R037	4.0
R037	4.0
R037	0.0
R038	124.0
R038	0.0
R038	0.0
R038	0.0
R038	0.0
R038	0.0
R039	593.0
R039	0.0
R039	0.0
R039	0.0
R039	0.0
R040	728.0
R040	0.0
R040	0.0
R040	1.0
R040	0.0
R040	1.0
R041	1622.0
R041	269.0
R041	248.0
R041	1237.0
R041	2334.0
R041	2394.0
R042	402.0
R042	70.0
R042	81.0
R042	432.0
R042	1163.0
R042	1067.0
R043	213.0
R043	113.0
R043	42.0
R043	20.0
R043	18.0
R043	14.0
R043	18.0
R043	48.0
R043	101.0
R043	154.0
R043	216.0
R043	267.0
R043	465.0
R043	583.0
R043	628.0
R043	674.0
R043	743.0
R043	741.0
R043	565.0
R043	477.0
R043	383.0
R043	338.0
R043	254.0
R043	213.0
R044	3445.0
R044	665.0
R044	98.0
R044	2406.0
R044	4594.0
R044	4519.0
R045	764.0
R045	5.0
R045	412.0
R045	1560.0
R045	1837.0
R045	1628.0
R046	8131.0
R046	1753.0
R046	346.0
R046	6868.0
R046	8547.0
R046	10440.0
R047	2951.0
R047	443.0
R047	533.0
R047	2217.0
R047	3577.0
R047	2734.0
R048	1191.0
R048	145.0
R048	206.0
R048	449.0
R048	762.0
R048	869.0
R049	2776.0
R049	739.0
R049	164.0
R049	2097.0
R049	2693.0
R049	2994.0
R050	3331.0
R050	531.0
R050	308.0
R050	2186.0
R050	4885.0
R050	5792.0
R051	6114.0
R051	1123.0
R051	397.0
R051	2730.0
R051	5797.0
R051	7983.0
R052	955.0
R052	281.0
R052	1608.0
R052	1296.0
R052	1414.0
R053	2158.0
R053	309.0
R053	4671.0
R053	3998.0
R053	3181.0
R054	1515.0
R054	300.0
R054	22.0
R054	494.0
R054	1287.0
R054	1819.0
R055	6423.0
R055	873.0
R055	2756.0
R055	11271.0
R055	10128.0
R055	10044.0
R056	1532.0
R056	279.0
R056	1281.0
R056	2098.0
R056	2113.0
R057	7637.0
R057	805.0
R057	529.0
R057	3788.0
R057	6454.0
R057	7413.0
R058	613.0
R058	121.0
R058	1.0
R058	707.0
R058	809.0
R058	825.0
R059	571.0
R059	86.0
R059	1320.0
R059	1535.0
R059	1440.0
R060	352.0
R060	71.0
R060	32.0
R060	902.0
R060	1929.0
R060	1709.0
R061	506.0
R061	144.0
R061	82.0
R061	382.0
R061	201.0
R061	1793.0
R062	2888.0
R062	408.0
R062	2199.0
R062	4517.0
R062	4354.0
R062	3374.0
R063	680.0
R063	158.0
R063	1872.0
R063	1263.0
R063	990.0
R064	427.0
R064	93.0
R064	1541.0
R064	879.0
R064	635.0
R065	518.0
R065	109.0
R065	331.0
R065	1050.0
R065	1078.0
R065	803.0
R066	229.0
R066	66.0
R066	511.0
R066	379.0
R066	339.0
R067	539.0
R067	128.0
R067	161.0
R067	1201.0
R067	983.0
R067	775.0
R068	296.0
R068	72.0
R068	865.0
R068	589.0
R068	427.0
R069	527.0
R069	148.0
R069	251.0
R069	1360.0
R069	1055.0
R069	832.0
R070	1156.0
R070	378.0
R070	195.0
R070	1348.0
R070	1047.0
R070	1149.0
R079	1146.0
R079	62.0
R079	343.0
R079	1885.0
R079	5029.0
R079	3450.0
R080	6226.0
R080	1075.0
R080	179.0
R080	219.0
R080	2239.0
R080	4430.0
R080	5349.0
R081	5173.0
R081	1195.0
R081	425.0
R081	2030.0
R081	3245.0
R081	4760.0
R082	936.0
R082	220.0
R082	13.0
R082	1295.0
R082	1787.0
R082	1912.0
R083	2883.0
R083	568.0
R083	146.0
R083	1316.0
R083	3491.0
R083	4034.0
R084	12644.0
R084	2593.0
R084	896.0
R084	76.0
R084	52.0
R084	4964.0
R084	11165.0
R084	392.0
R084	13761.0
R084	1068.0
R084	85.0
R085	4032.0
R085	1205.0
R085	123.0
R085	1321.0
R085	3137.0
R085	4104.0
R086	3160.0
R086	491.0
R086	37.0
R086	966.0
R086	4258.0
R086	7200.0
R087	761.0
R087	94.0
R087	391.0
R087	1385.0
R087	1449.0
R088	169.0
R088	7.0
R088	47.0
R088	664.0
R088	1530.0
R088	1149.0
R089	409.0
R089	42.0
R089	17.0
R089	236.0
R089	400.0
R089	380.0
R090	200.0
R090	54.0
R090	96.0
R090	614.0
R090	454.0
R090	493.0
R091	702.0
R091	166.0
R091	334.0
R091	1599.0
R091	1656.0
R091	1333.0
R092	2226.0
R092	276.0
R092	3933.0
R092	3462.0
R092	2493.0
R093	5161.0
R093	278.0
R093	3969.0
R093	3206.0
R093	2369.0
R093	439.0
R094	1062.0
R094	249.0
R094	287.0
R094	2742.0
R094	2282.0
R094	2069.0
R095	1319.0
R095	219.0
R095	920.0
R095	3229.0
R095	3463.0
R095	2370.0
R096	1761.0
R096	296.0
R096	172.0
R096	4222.0
R096	182.0
R096	249.0
R096	3072.0
R096	2873.0
R097	1495.0
R097	320.0
R097	8406.0
R097	3910.0
R097	3106.0
R098	1327.0
R098	200.0
R098	355.0
R098	3590.0
R098	2690.0
R098	1989.0
R099	1425.0
R099	317.0
R099	311.0
R099	1817.0
R099	2668.0
R099	2340.0
R100	380.0
R100	33.0
R100	0.0
R100	467.0
R100	738.0
R100	674.0
R101	2470.0
R101	496.0
R101	223.0
R101	5140.0
R101	3806.0
R101	2779.0
R102	3722.0
R102	950.0
R102	614.0
R102	4381.0
R102	5402.0
R102	5314.0
R103	1044.0
R103	318.0
R103	651.0
R103	1823.0
R103	1785.0
R103	1607.0
R104	830.0
R104	172.0
R104	263.0
R104	2750.0
R104	1764.0
R104	1368.0
R105	5640.0
R105	1816.0
R105	549.0
R105	1920.0
R105	4282.0
R105	5566.0
R106	1359.0
R106	133.0
R106	1917.0
R106	1278.0
R106	898.0
R107	509.0
R107	152.0
R107	1170.0
R107	1094.0
R107	796.0
R108	3617.0
R108	778.0
R108	337.0
R108	3054.0
R108	4959.0
R108	4698.0
R109	726.0
R109	186.0
R109	1306.0
R109	1619.0
R109	1613.0
R109	1305.0
R110	1073.0
R110	243.0
R110	2116.0
R110	2551.0
R110	3229.0
R110	2178.0
R111	4597.0
R111	877.0
R111	101.0
R111	1917.0
R111	3560.0
R111	4447.0
R112	1432.0
R112	202.0
R112	223.0
R112	2600.0
R112	2296.0
R112	2078.0
R113	1593.0
R113	285.0
R113	290.0
R113	1067.0
R113	1771.0
R113	1382.0
R114	406.0
R114	77.0
R114	325.0
R114	1364.0
R114	1134.0
R114	857.0
R115	655.0
R115	86.0
R115	610.0
R115	1650.0
R115	1585.0
R115	1200.0
R116	4103.0
R116	967.0
R116	74.0
R116	2168.0
R116	2575.0
R116	3594.0
R117	533.0
R117	0.0
R117	2.0
R117	0.0
R117	1.0
R118	1377.0
R118	138.0
R118	213.0
R118	1230.0
R118	3074.0
R118	3020.0
R119	1281.0
R119	259.0
R119	710.0
R119	2439.0
R119	2694.0
R119	2228.0
R120	876.0
R120	158.0
R120	3645.0
R120	1903.0
R120	1381.0
R121	842.0
R121	273.0
R121	1828.0
R121	1704.0
R121	1405.0
R122	1225.0
R122	279.0
R122	77.0
R122	273.0
R122	388.0
R122	454.0
R122	464.0
R122	511.0
R122	853.0
R122	966.0
R122	580.0
R122	895.0
R122	2415.0
R122	4266.0
R123	1307.0
R123	253.0
R123	3008.0
R123	2521.0
R123	1825.0
R124	377.0
R124	66.0
R124	966.0
R124	690.0
R124	577.0
R125	386.0
R125	0.0
R125	0.0
R125	17.0
R125	74.0
R125	56.0
R126	1106.0
R126	150.0
R126	249.0
R126	2896.0
R126	2433.0
R126	2002.0
R127	3680.0
R127	746.0
R127	407.0
R127	2659.0
R127	4840.0
R127	4286.0
R128	215.0
R128	90.0
R128	691.0
R128	854.0
R128	786.0
R128	487.0
R129	1676.0
R129	183.0
R129	466.0
R129	1262.0
R129	2752.0
R129	2202.0
R130	154.0
R130	60.0
R130	446.0
R130	512.0
R130	553.0
R130	470.0
R131	2684.0
R131	448.0
R131	584.0
R131	2691.0
R131	4843.0
R131	3167.0
R132	2715.0
R132	533.0
R132	2180.0
R132	3580.0
R132	5044.0
R132	4401.0
R133	584.0
R133	135.0
R133	1205.0
R133	1412.0
R133	1686.0
R133	1175.0
R134	167.0
R134	107.0
R134	267.0
R134	266.0
R134	353.0
R134	240.0
R135	453.0
R135	97.0
R135	1051.0
R135	1166.0
R135	1139.0
R135	862.0
R136	625.0
R136	150.0
R136	1236.0
R136	1605.0
R136	1950.0
R136	1244.0
R137	1531.0
R137	380.0
R137	531.0
R137	4853.0
R137	3445.0
R137	2582.0
R138	9395.0
R138	2825.0
R138	967.0
R138	3249.0
R138	7116.0
R138	8099.0
R139	3634.0
R139	610.0
R139	55.0
R139	1038.0
R139	2451.0
R139	3111.0
R140	799.0
R140	311.0
R140	422.0
R140	809.0
R140	1111.0
R140	688.0
R141	1768.0
R141	340.0
R141	1950.0
R141	4422.0
R141	4548.0
R141	3333.0
R142	3109.0
R142	1276.0
R142	1153.0
R142	2905.0
R142	4754.0
R142	4102.0
R143	2450.0
R143	431.0
R143	770.0
R143	2136.0
R143	2826.0
R143	2425.0
R144	1828.0
R144	179.0
R144	1176.0
R144	3222.0
R144	3804.0
R144	3083.0
R145	436.0
R145	127.0
R145	688.0
R145	734.0
R145	908.0
R145	781.0
R146	1848.0
R146	180.0
R146	1239.0
R146	1425.0
R146	1531.0
R146	1173.0
R147	997.0
R147	201.0
R147	2423.0
R147	3252.0
R147	3005.0
R147	2485.0
R148	489.0
R148	93.0
R148	818.0
R148	1225.0
R148	496.0
R148	1200.0
R149	433.0
R149	83.0
R149	1263.0
R149	1753.0
R149	1606.0
R149	1083.0
R150	271.0
R150	2292.0
R150	1130.0
R150	850.0
R151	1023.0
R151	289.0
R151	1500.0
R151	2044.0
R151	3624.0
R151	3107.0
R152	802.0
R152	198.0
R152	1592.0
R152	1436.0
R152	1623.0
R152	1896.0
R153	1253.0
R153	275.0
R153	1582.0
R153	2147.0
R153	2203.0
R153	2375.0
R154	2213.0
R154	154.0
R154	1344.0
R154	1480.0
R154	1502.0
R154	970.0
R155	427.0
R155	124.0
R155	1249.0
R155	1154.0
R155	1125.0
R155	811.0
R156	877.0
R156	90.0
R156	879.0
R156	990.0
R156	921.0
R156	641.0
R157	471.0
R157	124.0
R157	1273.0
R157	1350.0
R157	1251.0
R157	898.0
R158	747.0
R158	657.0
R158	3759.0
R158	3956.0
R158	3472.0
R158	1995.0
R159	1209.0
R159	131.0
R159	224.0
R159	2359.0
R159	2517.0
R159	2325.0
R161	893.0
R161	156.0
R161	1492.0
R161	1580.0
R161	1436.0
R161	941.0
R163	4755.0
R163	1064.0
R163	336.0
R163	1365.0
R163	3825.0
R163	5148.0
R164	4036.0
R164	249.0
R164	537.0
R164	2519.0
R164	4845.0
R164	3597.0
R165	73.0
R165	28.0
R165	195.0
R165	105.0
R165	149.0
R165	118.0
R166	1959.0
R166	284.0
R166	550.0
R166	2432.0
R166	3351.0
R166	3557.0
R167	2216.0
R167	305.0
R167	723.0
R167	2704.0
R167	3473.0
R167	3374.0
R168	3843.0
R168	494.0
R168	1848.0
R168	6173.0
R168	7114.0
R168	6303.0
R169	1044.0
R169	212.0
R169	1410.0
R169	2581.0
R169	2680.0
R169	1898.0
R170	19813.0
R170	4161.0
R170	2465.0
R170	9996.0
R170	48.0
R170	22380.0
R170	26363.0
R171	733.0
R171	68.0
R171	368.0
R171	1577.0
R171	1746.0
R171	1585.0
R172	809.0
R172	101.0
R172	174.0
R172	2106.0
R172	2184.0
R172	19.0
R172	1418.0
R173	680.0
R173	365.0
R173	74.0
R173	5.0
R173	2815.0
R173	3177.0
R173	698.0
R173	3376.0
R173	515.0
R173	5182.0
R174	477.0
R174	95.0
R174	1102.0
R174	2440.0
R174	2325.0
R174	1651.0
R175	6752.0
R175	2015.0
R175	1015.0
R175	3944.0
R175	7750.0
R175	7672.0
R176	3055.0
R176	476.0
R176	676.0
R176	3132.0
R176	4435.0
R176	3818.0
R177	2611.0
R177	170.0
R177	794.0
R177	2893.0
R177	5390.0
R177	4006.0
R178	3450.0
R178	364.0
R178	1107.0
R178	3986.0
R178	6568.0
R178	5885.0
R179	8786.0
R179	1348.0
R179	1042.0
R179	6329.0
R179	11746.0
R179	12594.0
R180	1129.0
R180	226.0
R180	1415.0
R180	2513.0
R180	2831.0
R180	2345.0
R181	1270.0
R181	274.0
R181	61.0
R181	2695.0
R181	2183.0
R181	1908.0
R182	661.0
R182	126.0
R182	720.0
R182	1282.0
R182	3242.0
R182	1459.0
R183	470.0
R183	73.0
R183	1269.0
R183	1000.0
R183	750.0
R184	568.0
R184	86.0
R184	1851.0
R184	360.0
R184	401.0
R184	375.0
R184	645.0
R185	375.0
R185	192.0
R185	1324.0
R185	1813.0
R185	1903.0
R185	1297.0
R186	1408.0
R186	109.0
R186	13.0
R186	1121.0
R186	1718.0
R186	1641.0
R187	787.0
R187	82.0
R187	255.0
R187	1283.0
R187	3399.0
R187	2854.0
R188	3194.0
R188	855.0
R188	331.0
R188	1831.0
R188	2771.0
R188	3350.0
R189	2696.0
R189	1314.0
R189	1096.0
R189	1958.0
R189	2758.0
R190	2039.0
R190	365.0
R190	380.0
R190	1665.0
R190	2962.0
R190	2724.0
R191	1271.0
R191	149.0
R191	759.0
R191	2598.0
R191	2474.0
R191	2404.0
R192	1480.0
R192	208.0
R192	652.0
R192	1970.0
R192	2371.0
R192	2048.0
R193	755.0
R193	175.0
R193	1190.0
R193	2082.0
R193	1935.0
R193	1406.0
R194	3895.0
R194	859.0
R194	196.0
R194	69.0
R194	986.0
R194	2035.0
R194	2732.0
R195	2047.0
R195	446.0
R195	1878.0
R195	3460.0
R195	4248.0
R195	3051.0
R196	902.0
R196	191.0
R196	206.0
R196	1865.0
R196	2295.0
R196	1904.0
R197	725.0
R197	215.0
R197	1783.0
R197	2757.0
R197	2510.0
R197	2015.0
R198	1846.0
R198	389.0
R198	53.0
R198	247.0
R198	3328.0
R198	2736.0
R198	3643.0
R199	589.0
R199	183.0
R199	163.0
R199	1132.0
R199	1036.0
R199	757.0
R200	829.0
R200	171.0
R200	488.0
R200	2147.0
R200	1661.0
R200	1200.0
R201	1912.0
R201	154.0
R201	2263.0
R201	3579.0
R201	5377.0
R201	5194.0
R202	1402.0
R202	164.0
R202	344.0
R202	2806.0
R202	2780.0
R202	2589.0
R203	1756.0
R203	306.0
R203	38.0
R203	592.0
R203	1413.0
R203	2587.0
R204	780.0
R204	112.0
R204	326.0
R204	3188.0
R204	2129.0
R204	1598.0
R205	1485.0
R205	312.0
R205	176.0
R205	2197.0
R205	2181.0
R205	1696.0
R206	1511.0
R206	267.0
R206	778.0
R206	2094.0
R206	3164.0
R206	2864.0
R207	1698.0
R207	402.0
R207	283.0
R207	2627.0
R207	0.0
R207	2559.0
R207	2277.0
R208	1323.0
R208	258.0
R208	160.0
R208	7452.0
R208	3220.0
R208	2393.0
R209	462.0
R209	88.0
R209	1479.0
R209	1091.0
R209	752.0
R210	375.0
R210	53.0
R210	168.0
R210	939.0
R210	596.0
R210	482.0
R211	1391.0
R211	86.0
R211	631.0
R211	2718.0
R211	2285.0
R211	2127.0
R212	891.0
R212	135.0
R212	604.0
R212	2757.0
R212	1865.0
R212	1509.0
R213	520.0
R213	116.0
R213	338.0
R213	1903.0
R213	1427.0
R213	972.0
R214	284.0
R214	40.0
R214	1128.0
R214	875.0
R214	586.0
R215	2493.0
R215	118.0
R215	470.0
R215	2140.0
R215	2039.0
R215	1795.0
R216	386.0
R216	88.0
R216	134.0
R216	1134.0
R216	875.0
R216	631.0
R217	1242.0
R217	268.0
R217	90.0
R217	844.0
R217	1572.0
R217	1832.0
R218	857.0
R218	84.0
R218	1208.0
R218	3420.0
R218	2385.0
R218	1716.0
R219	471.0
R219	41.0
R219	109.0
R219	1723.0
R219	1400.0
R219	882.0
R220	2625.0
R220	290.0
R220	185.0
R220	1496.0
R220	1976.0
R220	1863.0
R221	924.0
R221	160.0
R221	812.0
R221	560.0
R221	374.0
R221	422.0
R221	3471.0
R222	872.0
R222	236.0
R222	2325.0
R222	2623.0
R222	2717.0
R222	1752.0
R223	1355.0
R223	350.0
R223	552.0
R223	3888.0
R223	2913.0
R223	2432.0
R224	689.0
R224	131.0
R224	1013.0
R224	1166.0
R224	1162.0
R225	605.0
R225	142.0
R225	3.0
R225	409.0
R225	960.0
R225	1031.0
R226	388.0
R226	60.0
R226	1053.0
R226	724.0
R226	542.0
R227	627.0
R227	84.0
R227	47.0
R227	596.0
R227	1148.0
R227	1067.0
R228	364.0
R228	55.0
R228	370.0
R228	1073.0
R228	1018.0
R228	680.0
R229	229.0
R229	25.0
R229	651.0
R229	516.0
R229	339.0
R230	182.0
R230	28.0
R230	1175.0
R230	539.0
R230	402.0
R231	741.0
R231	256.0
R231	1036.0
R231	1149.0
R231	1153.0
R232	573.0
R232	90.0
R232	2272.0
R232	1349.0
R232	1150.0
R233	601.0
R233	60.0
R233	2124.0
R233	1457.0
R233	1057.0
R234	182.0
R234	23.0
R234	239.0
R234	562.0
R234	215.0
R235	4122.0
R235	2232.0
R235	820.0
R235	3732.0
R235	5986.0
R235	6300.0
R236	989.0
R236	210.0
R236	733.0
R236	2820.0
R236	2258.0
R236	1552.0
R237	466.0
R237	113.0
R237	1487.0
R237	835.0
R237	743.0
R238	5102.0
R238	639.0
R238	191.0
R238	2043.0
R238	2386.0
R238	2296.0
R239	968.0
R239	236.0
R239	119.0
R239	1358.0
R239	1451.0
R239	132.0
R239	1116.0
R240	3550.0
R240	500.0
R240	116.0
R240	3152.0
R240	5662.0
R240	6734.0
R241	244.0
R241	41.0
R241	86.0
R241	325.0
R241	613.0
R241	571.0
R242	421.0
R242	37.0
R242	176.0
R242	927.0
R242	596.0
R242	427.0
R243	875.0
R243	181.0
R243	283.0
R243	2411.0
R243	1654.0
R243	1296.0
R244	2856.0
R244	172.0
R244	0.0
R244	397.0
R244	2511.0
R244	2259.0
R244	1542.0
R246	302.0
R246	79.0
R246	1095.0
R246	914.0
R246	653.0
R247	86.0
R247	15.0
R247	261.0
R247	164.0
R247	135.0
R248	4816.0
R248	2058.0
R248	0.0
R248	2970.0
R248	3846.0
R248	4636.0
R249	1076.0
R249	358.0
R249	2074.0
R249	2032.0
R249	1735.0
R250	933.0
R250	197.0
R250	1734.0
R250	1669.0
R250	1173.0
R251	900.0
R251	93.0
R251	142.0
R251	1009.0
R251	1447.0
R251	1410.0
R252	961.0
R252	181.0
R252	13.0
R252	870.0
R252	1361.0
R252	1435.0
R253	409.0
R253	108.0
R253	180.0
R253	1173.0
R253	906.0
R253	659.0
R254	1356.0
R254	156.0
R254	1401.0
R254	3914.0
R254	3100.0
R254	11.0
R254	189.0
R255	292.0
R255	49.0
R255	64.0
R255	1390.0
R255	850.0
R255	612.0
R256	738.0
R256	241.0
R256	56.0
R256	1273.0
R256	1338.0
R256	1181.0
R257	1287.0
R257	249.0
R257	28.0
R257	2414.0
R257	2524.0
R257	2352.0
R258	1403.0
R258	450.0
R258	85.0
R258	1999.0
R258	2281.0
R258	2421.0
R259	687.0
R259	117.0
R259	1525.0
R259	1576.0
R259	1444.0
R260	1091.0
R260	0.0
R260	0.0
R260	0.0
R260	0.0
R260	0.0
R260	0.0
R261	987.0
R261	249.0
R261	112.0
R261	2644.0
R261	1915.0
R261	1624.0
R262	247.0
R262	50.0
R262	963.0
R262	532.0
R262	451.0
R263	79.0
R263	9.0
R263	278.0
R263	203.0
R263	124.0
R264	225.0
R264	38.0
R264	65.0
R264	638.0
R264	636.0
R264	480.0
R265	801.0
R265	211.0
R265	1405.0
R265	91.0
R265	84.0
R265	168.0
R265	302.0
R265	1862.0
R266	582.0
R266	157.0
R266	267.0
R266	1716.0
R266	1071.0
R266	876.0
R266	19.0
R267	628.0
R267	161.0
R267	790.0
R267	1045.0
R267	1230.0
R267	1332.0
R268	2416.0
R268	936.0
R268	877.0
R268	2546.0
R268	3029.0
R268	2772.0
R269	602.0
R269	158.0
R269	167.0
R269	1267.0
R269	669.0
R269	525.0
R270	412.0
R270	145.0
R270	717.0
R270	741.0
R270	755.0
R271	176.0
R271	38.0
R271	598.0
R271	437.0
R271	349.0
R272	2955.0
R272	340.0
R272	424.0
R272	1564.0
R272	2113.0
R272	1626.0
R273	1209.0
R273	223.0
R273	2609.0
R273	2056.0
R273	1527.0
R274	634.0
R274	0.0
R274	0.0
R274	0.0
R274	0.0
R274	0.0
R275	623.0
R275	164.0
R275	1860.0
R275	130.0
R275	808.0
R275	326.0
R275	672.0
R276	1063.0
R276	267.0
R276	80.0
R276	1847.0
R276	1935.0
R276	1709.0
R277	331.0
R277	72.0
R277	786.0
R277	658.0
R277	397.0
R278	246.0
R278	51.0
R278	22.0
R278	670.0
R278	661.0
R278	530.0
R279	1206.0
R279	228.0
R279	115.0
R279	1415.0
R279	1182.0
R279	938.0
R280	265.0
R280	76.0
R280	292.0
R280	926.0
R280	1335.0
R280	950.0
R281	1006.0
R281	117.0
R281	42.0
R281	853.0
R281	2143.0
R281	2544.0
R282	3065.0
R282	290.0
R282	578.0
R282	1532.0
R282	2452.0
R283	617.0
R283	112.0
R283	191.0
R283	721.0
R283	1468.0
R283	1134.0
R284	597.0
R284	181.0
R284	127.0
R284	977.0
R284	1170.0
R284	915.0
R285	383.0
R285	110.0
R285	214.0
R285	69.0
R285	315.0
R285	2.0
R286	627.0
R286	77.0
R286	502.0
R286	816.0
R286	747.0
R286	555.0
R287	448.0
R287	99.0
R287	811.0
R287	816.0
R287	654.0
R288	1018.0
R288	134.0
R288	639.0
R288	2451.0
R288	2975.0
R288	2570.0
R289	109.0
R289	13.0
R289	229.0
R289	532.0
R289	504.0
R289	381.0
R290	1440.0
R290	240.0
R290	157.0
R290	638.0
R290	1489.0
R290	1445.0
R291	1185.0
R291	100.0
R291	13.0
R291	778.0
R291	1539.0
R291	864.0
R292	210.0
R292	31.0
R292	347.0
R292	344.0
R292	513.0
R292	312.0
R293	19517.0
R293	712.0
R293	3208.0
R293	6592.0
R293	7557.0
R293	6257.0
R294	1070.0
R294	416.0
R294	1569.0
R294	1489.0
R294	1263.0
R295	363.0
R295	59.0
R295	168.0
R295	858.0
R295	686.0
R295	508.0
R296	219.0
R296	72.0
R296	568.0
R296	721.0
R296	724.0
R296	554.0
R297	649.0
R297	178.0
R297	482.0
R297	1092.0
R297	1199.0
R297	1069.0
R298	1334.0
R298	60.0
R298	525.0
R298	1177.0
R298	956.0
R298	682.0
R299	234.0
R299	80.0
R299	346.0
R299	473.0
R299	484.0
R299	419.0
R300	3920.0
R300	1815.0
R300	259.0
R300	1949.0
R300	3314.0
R300	4427.0
R301	792.0
R301	174.0
R301	244.0
R301	816.0
R301	1446.0
R301	1181.0
R302	2038.0
R302	259.0
R302	213.0
R302	1128.0
R302	2675.0
R302	2769.0
R303	724.0
R303	160.0
R303	0.0
R303	2182.0
R303	1644.0
R303	1357.0
R304	1413.0
R304	73.0
R304	1.0
R304	959.0
R304	1359.0
R304	1082.0
R306	159.0
R306	0.0
R306	1.0
R306	1.0
R306	3.0
R306	0.0
R307	265.0
R307	74.0
R307	540.0
R307	351.0
R307	352.0
R308	1750.0
R308	114.0
R308	1563.0
R308	976.0
R308	735.0
R309	519.0
R309	105.0
R309	1551.0
R309	969.0
R309	739.0
R310	664.0
R310	179.0
R310	1142.0
R310	486.0
R310	597.0
R310	1578.0
R310	2541.0
R310	1625.0
R311	540.0
R311	261.0
R311	347.0
R311	669.0
R311	937.0
R312	567.0
R312	23.0
R312	71.0
R312	237.0
R312	469.0
R312	691.0
R313	145.0
R313	24.0
R313	357.0
R313	255.0
R313	198.0
R314	319.0
R314	750.0
R314	305.0
R314	134.0
R314	755.0
R315	294.0
R315	86.0
R315	478.0
R315	715.0
R315	720.0
R315	587.0
R316	314.0
R316	24.0
R316	201.0
R316	257.0
R316	288.0
R316	222.0
R317	450.0
R317	76.0
R317	231.0
R317	863.0
R317	1436.0
R317	1009.0
R318	683.0
R318	114.0
R318	45.0
R318	300.0
R318	861.0
R318	943.0
R319	2476.0
R319	562.0
R319	1353.0
R319	2397.0
R319	3198.0
R320	5683.0
R320	97.0
R320	90.0
R320	475.0
R320	982.0
R320	759.0
R321	1019.0
R321	270.0
R321	0.0
R321	547.0
R321	1355.0
R321	1471.0
R322	2118.0
R322	510.0
R322	23.0
R322	1014.0
R322	2801.0
R322	4100.0
R323	968.0
R323	200.0
R323	1897.0
R323	1691.0
R323	1479.0
R324	960.0
R324	178.0
R324	860.0
R324	1879.0
R324	2342.0
R324	1918.0
R325	228.0
R325	47.0
R325	822.0
R325	415.0
R325	288.0
R326	134.0
R326	34.0
R326	326.0
R326	356.0
R326	392.0
R326	234.0
R327	423.0
R327	95.0
R327	883.0
R327	1350.0
R327	1197.0
R327	823.0
R328	8726.0
R328	81.0
R328	154.0
R328	563.0
R328	968.0
R328	1195.0
R329	35.0
R329	4.0
R329	142.0
R329	218.0
R329	161.0
R329	123.0
R330	1903.0
R330	825.0
R330	623.0
R330	1169.0
R330	1566.0
R331	165.0
R331	45.0
R331	294.0
R331	493.0
R331	507.0
R331	333.0
R332	419.0
R332	65.0
R332	297.0
R332	702.0
R332	832.0
R332	588.0
R333	459.0
R333	76.0
R333	394.0
R333	1007.0
R333	1139.0
R333	1019.0
R334	518.0
R334	70.0
R334	484.0
R334	1362.0
R334	1440.0
R334	1150.0
R335	219.0
R335	62.0
R335	792.0
R335	487.0
R335	290.0
R336	66.0
R336	9.0
R336	165.0
R336	119.0
R336	103.0
R337	66.0
R337	19.0
R337	286.0
R337	215.0
R337	125.0
R338	19.0
R338	10.0
R338	14.0
R338	30.0
R338	31.0
R338	19.0
R339	159.0
R339	25.0
R339	0.0
R339	14.0
R339	54.0
R339	162.0
R339	242.0
R339	192.0
R339	0.0
R339	0.0
R340	1625.0
R340	17.0
R340	441.0
R340	561.0
R340	522.0
R340	301.0
R341	278.0
R341	52.0
R341	120.0
R341	613.0
R341	641.0
R341	489.0
R342	291.0
R342	117.0
R342	1376.0
R342	1591.0
R342	1450.0
R342	917.0
R343	609.0
R343	102.0
R343	73.0
R343	493.0
R343	718.0
R343	636.0
R344	258.0
R344	56.0
R344	112.0
R344	617.0
R344	685.0
R344	468.0
R345	227.0
R345	41.0
R345	915.0
R345	681.0
R345	541.0
R346	1080.0
R346	390.0
R346	65.0
R346	1313.0
R346	1492.0
R346	2061.0
R347	389.0
R347	109.0
R347	775.0
R347	1102.0
R347	1087.0
R347	900.0
R348	98.0
R348	17.0
R348	41.0
R348	236.0
R348	216.0
R348	223.0
R349	366.0
R349	108.0
R349	505.0
R349	611.0
R349	719.0
R349	574.0
R350	231.0
R350	56.0
R350	357.0
R350	392.0
R350	465.0
R350	382.0
R352	224.0
R352	67.0
R352	220.0
R352	384.0
